gameDuration,win,FirstBlood,FirstTower,FirstBaron,FirstDragon,wardPlaced,wardKills,totalMinionKills,jungleMinionKills,totalHeal
913,Red,1,0,1,1,0,0,0,0,1
2051,Red,1,1,1,0,0,1,1,1,1
2142,Blue,0,0,1,1,1,1,0,1,1
1205,Red,1,1,1,1,1,0,1,1,1
1780,Red,0,0,1,0,1,1,0,0,0
1194,Red,0,0,1,1,1,0,1,0,1
1335,Red,1,1,1,1,1,1,1,1,1
1239,Blue,0,1,0,1,0,1,1,1,1
956,Blue,1,0,0,1,1,1,1,1,1
1455,Red,0,1,1,0,1,1,0,1,1
1229,Blue,1,1,0,0,1,1,1,1,1
1654,Red,1,0,1,1,1,1,0,0,1
1409,Red,1,1,1,1,0,0,1,1,1
1533,Blue,0,1,1,1,1,0,1,0,0
2220,Blue,0,0,1,0,1,0,0,1,0
1351,Red,0,1,1,1,1,0,1,1,1
1852,Blue,0,1,1,0,0,1,1,1,1
1267,Red,1,1,1,1,1,1,1,1,1
1477,Blue,0,1,0,0,1,1,1,1,0
1745,Blue,0,0,0,1,1,0,0,1,1
976,Red,0,1,1,1,0,0,1,0,1
1766,Blue,0,1,1,0,0,1,1,1,1
1819,Red,0,1,1,1,0,1,0,1,1
193,Red,1,1,1,1,0,0,1,1,0
1272,Blue,1,1,0,1,1,0,1,1,1
1389,Red,1,1,1,0,0,1,1,1,1
1404,Red,1,1,1,1,1,0,1,1,0
2132,Red,1,1,1,0,1,1,0,1,1
2096,Red,1,1,1,1,1,1,1,0,1
2018,Blue,0,0,1,0,0,1,0,1,0
1141,Red,1,1,1,1,0,1,1,1,1
974,Red,1,1,1,1,1,1,1,1,0
2514,Red,1,1,1,1,0,1,1,1,1
1671,Red,1,0,0,0,0,1,1,1,1
1690,Red,1,1,1,1,1,0,1,1,1
2410,Blue,1,1,0,1,1,1,0,1,1
1448,Red,0,0,1,0,0,1,1,1,1
2318,Red,1,0,1,1,1,1,0,1,1
1733,Red,0,0,1,1,1,0,0,1,1
1834,Red,0,1,1,1,0,1,1,1,0
1888,Red,1,1,1,1,1,1,1,1,1
876,Red,1,1,1,1,1,0,1,1,1
1761,Red,1,1,1,1,0,1,1,1,1
1293,Blue,0,1,0,0,1,1,1,1,0
1621,Blue,0,1,1,0,1,0,1,1,0
1654,Red,1,0,1,0,1,0,0,1,0
1090,Blue,1,1,0,1,1,1,1,1,1
1682,Red,1,0,1,1,0,1,0,1,1
1335,Blue,1,1,0,1,1,1,0,1,1
2187,Red,0,1,0,1,0,1,1,1,0
1485,Red,1,1,1,0,1,1,0,1,1
1733,Red,0,0,1,0,0,1,1,1,1
2129,Red,1,0,0,0,0,1,1,1,0
1482,Red,1,1,1,1,0,1,0,1,1
1450,Blue,1,1,1,1,0,1,1,1,1
1329,Red,0,1,1,1,1,0,1,1,1
2390,Blue,1,0,1,1,1,1,1,0,0
1200,Red,0,1,1,1,1,1,1,1,1
1576,Red,1,0,1,1,0,1,0,0,1
1510,Red,1,1,1,1,1,1,1,1,1
1948,Blue,1,0,1,1,1,1,0,1,1
1299,Red,0,1,1,1,1,0,1,1,1
1344,Red,1,1,1,1,1,0,0,1,1
1600,Blue,0,1,0,1,0,1,0,1,1
1041,Blue,1,1,0,1,1,1,1,1,1
1698,Blue,1,1,1,0,1,0,1,1,0
1979,Red,1,1,1,0,0,1,1,0,1
1782,Blue,1,1,1,0,0,1,0,1,1
1944,Blue,1,0,1,1,0,1,0,0,0
919,Red,1,1,1,1,0,0,1,0,1
986,Red,1,1,1,1,1,0,0,1,1
1673,Red,1,1,1,1,0,1,1,1,1
1463,Red,0,1,1,0,1,0,1,0,1
1600,Blue,0,1,0,1,1,1,1,1,0
1052,Blue,1,1,0,0,0,1,1,1,1
1980,Blue,1,0,1,1,1,1,1,1,1
1937,Red,1,0,1,0,0,1,0,0,1
913,Blue,0,1,0,1,1,1,1,1,1
1704,Blue,0,0,0,0,0,1,1,1,1
1500,Red,1,1,1,0,1,1,1,1,1
942,Red,0,1,1,1,1,0,1,1,1
1382,Blue,0,1,0,1,1,1,1,1,1
1351,Red,1,1,1,1,1,1,1,1,1
969,Blue,0,1,0,1,0,1,1,1,1
1628,Blue,0,0,0,0,0,1,0,1,1
913,Red,0,1,1,0,1,0,1,1,1
1129,Red,1,1,1,1,0,1,1,1,1
1697,Red,1,1,0,1,1,1,1,1,1
1165,Blue,1,1,0,1,0,1,1,0,1
1235,Blue,1,1,0,1,1,0,1,1,1
916,Blue,1,1,0,0,1,1,0,1,1
1844,Red,1,1,1,0,1,0,1,0,0
1300,Red,0,1,1,1,0,1,1,1,1
1437,Blue,0,1,1,0,0,1,0,1,1
1395,Blue,1,1,0,0,1,0,0,1,0
921,Red,1,1,1,1,1,1,1,1,1
2263,Red,0,0,0,0,1,0,1,1,1
1478,Red,0,1,1,1,0,1,1,1,0
1136,Blue,1,1,0,0,1,1,0,1,1
811,Blue,1,1,0,1,1,1,1,1,1
1261,Red,0,1,1,1,1,0,1,1,0
1448,Red,1,0,1,1,0,1,0,0,0
1430,Red,0,0,1,1,0,0,1,0,0
1518,Blue,1,1,1,1,1,0,0,1,1
1877,Red,0,1,0,1,1,0,1,0,1
1763,Blue,0,0,0,1,1,0,0,1,1
1241,Blue,0,1,0,0,1,0,1,1,1
1478,Red,1,1,1,1,1,1,1,1,1
1842,Red,0,1,1,0,1,1,1,1,1
1452,Blue,0,0,0,1,1,0,1,1,1
1629,Blue,1,0,0,0,0,1,0,1,1
1410,Blue,1,1,0,1,1,1,1,1,1
2165,Red,1,0,0,0,0,1,1,0,1
807,Red,1,1,1,1,1,0,1,1,1
1763,Blue,1,1,0,1,0,1,1,1,0
1434,Red,1,1,1,1,1,1,1,0,1
1457,Red,1,0,1,1,0,0,1,0,1
1611,Red,0,0,0,1,0,0,0,0,1
913,Blue,0,1,0,1,0,1,1,1,1
2189,Red,1,1,0,1,1,1,1,1,0
1447,Red,0,1,1,1,0,0,1,0,1
1769,Red,0,0,1,1,1,1,0,0,1
1468,Blue,1,1,1,0,0,1,1,1,1
1932,Blue,0,1,0,1,1,0,0,1,1
1278,Blue,1,1,0,0,0,1,1,1,1
1605,Red,1,0,1,1,1,0,1,1,1
1723,Red,0,1,0,1,1,0,1,1,1
1068,Blue,1,0,0,0,1,1,1,1,1
1154,Blue,0,1,0,0,1,0,0,1,1
923,Blue,0,1,0,1,1,1,1,0,1
982,Blue,1,1,0,0,1,1,1,1,1
1134,Blue,0,1,0,0,0,0,1,1,1
985,Red,1,1,1,1,1,0,1,1,0
1018,Red,0,1,1,0,1,0,1,1,1
1445,Blue,0,1,0,0,0,1,0,1,1
971,Blue,1,1,0,0,1,0,1,0,1
1188,Blue,1,1,0,0,1,1,1,0,0
2129,Blue,0,0,0,0,1,0,0,0,1
2108,Red,1,0,1,1,1,1,1,1,0
1598,Red,1,0,1,1,0,1,0,1,1
1658,Blue,0,1,1,0,0,1,0,0,1
1101,Blue,0,1,0,1,0,1,0,1,1
1503,Red,0,1,1,1,1,1,1,0,0
1197,Blue,1,0,0,1,0,1,1,1,1
1436,Blue,1,1,1,0,0,1,1,1,1
2212,Blue,1,0,0,1,1,0,0,0,1
1306,Blue,1,1,0,1,1,0,1,0,1
1929,Red,0,1,1,0,0,1,0,1,1
1776,Blue,0,1,1,1,1,1,1,1,1
1148,Red,1,1,1,1,1,0,1,1,0
1560,Blue,1,1,1,1,1,0,1,1,0
1627,Blue,1,1,0,1,1,1,0,1,0
916,Red,0,1,1,1,1,0,1,1,0
1778,Blue,1,1,1,0,0,1,0,0,0
1962,Blue,0,1,1,0,1,0,0,1,1
2201,Blue,0,0,0,1,0,1,0,0,0
1864,Blue,1,0,0,0,0,1,1,1,1
1120,Red,1,1,1,1,0,1,1,1,1
2375,Blue,1,1,1,0,1,0,1,0,0
1461,Red,1,0,1,1,1,0,1,0,0
1698,Red,1,1,1,0,0,1,1,1,0
1427,Blue,1,1,0,0,1,0,1,1,1
2179,Blue,0,1,0,1,1,0,1,1,0
1648,Red,0,0,1,1,0,1,1,0,0
1811,Red,0,0,1,1,0,1,1,1,1
2112,Blue,1,1,1,0,0,1,1,1,1
928,Red,1,1,1,1,1,0,1,1,0
1257,Red,1,1,1,1,0,0,1,1,1
938,Red,0,1,1,1,0,1,1,0,1
932,Blue,0,1,0,0,0,1,1,1,1
1444,Blue,0,1,0,1,0,1,1,1,1
1753,Red,0,1,1,1,1,1,0,1,1
1294,Blue,0,1,0,1,1,1,0,1,1
949,Red,1,1,1,0,0,1,1,1,1
2368,Red,1,1,1,0,0,1,1,1,1
1929,Red,1,1,1,1,1,1,1,1,1
1876,Red,1,1,1,1,1,0,1,1,0
696,Red,1,1,1,1,1,0,1,1,1
1827,Blue,1,1,0,0,0,1,1,1,1
1967,Blue,1,1,0,0,1,0,1,1,0
1916,Blue,0,1,1,1,1,1,0,0,1
1584,Red,0,1,1,1,0,0,0,0,0
1839,Blue,0,0,0,1,0,1,0,1,1
1741,Red,0,1,1,1,0,1,0,1,1
1258,Blue,0,1,0,0,0,1,1,1,1
1472,Red,1,1,1,1,1,1,0,1,1
1366,Red,1,1,1,1,0,1,0,1,1
1274,Red,1,1,1,1,1,1,1,1,0
1752,Red,1,1,1,1,1,0,1,1,1
1569,Blue,1,0,1,0,1,0,0,1,1
2275,Red,1,0,1,1,1,0,0,1,1
2453,Blue,0,1,0,0,0,1,1,1,1
1290,Blue,0,1,0,1,0,1,1,1,0
1630,Red,0,1,1,1,1,0,0,0,0
913,Red,0,1,1,0,1,1,1,0,0
1657,Blue,1,1,0,0,0,1,1,0,1
2037,Red,0,0,0,1,1,0,1,0,1
1666,Red,1,1,1,1,1,1,1,1,1
1225,Blue,1,1,0,0,1,1,1,1,0
1783,Red,1,0,1,1,1,1,0,0,1
1530,Blue,1,0,0,1,1,1,0,0,1
2556,Red,1,1,0,1,1,0,1,0,1
963,Red,1,1,1,1,1,1,1,0,0
1755,Red,0,0,1,0,1,0,0,0,1
1763,Blue,1,1,1,0,0,1,1,0,0
1171,Blue,1,1,0,1,1,0,0,1,0
2134,Blue,1,0,0,1,0,0,1,0,0
1426,Blue,1,1,1,0,1,0,1,1,0
1716,Blue,1,0,1,0,0,1,1,0,1
1219,Red,0,0,1,0,1,0,1,0,0
1638,Blue,1,1,1,1,1,1,0,1,1
1797,Red,0,0,1,0,0,1,1,0,1
1447,Red,0,1,1,1,1,0,0,1,1
1400,Red,1,0,1,1,0,1,0,1,1
2016,Red,1,1,1,0,1,1,0,0,1
1624,Blue,1,0,1,0,1,0,0,1,1
1470,Blue,1,1,1,1,1,1,1,1,1
1559,Red,1,1,1,1,0,0,1,1,1
1436,Red,1,1,1,1,1,1,0,1,1
1544,Blue,1,1,0,0,1,1,0,1,1
951,Red,1,1,1,1,1,0,1,1,1
1692,Blue,0,1,1,0,0,1,1,1,1
194,Blue,0,0,0,0,0,1,1,1,1
1149,Red,0,1,1,0,0,1,0,1,1
1305,Blue,0,1,0,1,1,0,1,1,1
950,Blue,1,1,0,1,1,1,1,1,1
620,Blue,1,1,0,0,1,1,1,1,1
1596,Blue,0,1,1,1,1,0,1,1,0
1185,Red,1,1,1,0,0,0,1,1,1
1568,Red,1,0,1,1,0,1,1,1,1
2184,Red,0,1,1,0,1,0,1,1,0
1218,Blue,1,1,0,1,1,0,1,0,0
1747,Red,0,1,1,0,1,0,0,1,1
2252,Blue,0,1,0,0,1,1,1,0,0
2136,Blue,0,0,0,0,1,0,1,1,1
960,Blue,1,1,0,1,0,0,1,1,1
730,Red,1,1,1,1,1,0,1,1,1
1251,Blue,1,1,0,1,1,1,1,1,1
1504,Blue,1,1,0,0,0,1,1,1,1
942,Blue,0,1,0,1,1,1,1,1,1
1437,Blue,1,1,0,1,1,0,0,0,1
1577,Red,0,0,1,0,1,0,0,1,0
1044,Blue,1,1,0,1,1,0,1,1,1
1916,Blue,0,0,1,0,0,0,0,1,0
1118,Blue,1,1,0,1,0,0,1,1,1
1592,Red,1,0,0,0,1,0,0,1,1
1281,Blue,1,1,0,0,1,1,1,1,1
1445,Red,0,1,1,1,1,1,0,1,1
1728,Red,0,1,1,0,0,1,1,1,1
930,Red,0,1,1,1,1,1,1,1,1
1639,Blue,0,0,1,0,1,0,1,0,0
912,Blue,1,1,0,0,0,1,1,1,1
2256,Blue,1,0,0,1,0,1,0,1,1
1347,Red,1,1,1,1,0,0,1,1,0
925,Red,1,1,1,1,0,1,1,0,1
972,Blue,1,1,0,1,1,1,1,1,1
952,Blue,1,1,0,1,1,0,1,0,1
1474,Red,0,1,1,1,0,1,1,1,1
1449,Blue,0,1,0,1,1,0,0,1,1
1377,Blue,1,1,0,1,0,1,1,1,1
1648,Blue,1,0,0,0,0,1,0,0,1
1232,Red,0,1,1,0,0,0,1,1,1
1517,Blue,0,1,0,1,1,0,1,1,1
1426,Red,0,1,1,1,0,0,1,1,1
1473,Red,1,0,1,1,0,1,1,1,1
2495,Red,1,1,1,0,0,0,0,1,0
1854,Red,1,0,1,1,1,0,0,1,1
1444,Red,1,0,1,1,1,1,0,0,1
1429,Red,0,1,1,1,1,1,1,1,0
1590,Red,1,1,1,1,0,1,1,1,0
2107,Blue,1,0,0,0,0,1,1,0,0
1141,Blue,1,1,0,1,1,1,1,1,1
979,Blue,1,1,0,1,1,1,1,1,0
1361,Blue,1,1,0,0,0,1,0,1,1
1062,Red,1,1,1,1,0,1,1,1,1
1507,Blue,1,1,1,0,0,1,1,1,1
916,Red,1,1,1,1,1,1,1,1,1
1887,Blue,1,1,1,0,1,1,1,0,1
1111,Red,1,1,1,1,0,1,0,0,0
1465,Red,1,0,1,1,1,1,0,1,0
1181,Red,0,1,1,1,1,0,1,1,1
2017,Red,0,0,1,1,1,1,0,1,1
1813,Blue,0,1,1,1,1,1,0,1,0
1892,Blue,0,0,1,0,1,1,0,1,0
1960,Blue,0,0,0,1,0,1,1,1,1
1291,Blue,1,1,0,1,1,1,0,1,1
1250,Blue,1,0,0,0,1,1,1,1,1
1385,Red,0,1,1,0,1,1,1,1,1
940,Red,1,1,1,0,1,1,1,1,1
1052,Blue,1,1,0,0,0,1,1,1,1
1984,Red,0,0,1,0,0,1,0,0,0
1638,Red,0,0,1,1,0,0,1,0,1
1331,Red,1,1,1,1,1,1,1,1,0
849,Red,1,1,1,1,1,0,1,1,1
1617,Red,1,1,1,1,1,1,0,1,1
913,Red,0,1,1,1,0,0,1,1,1
1270,Blue,1,0,0,1,0,1,0,1,0
1508,Red,1,1,1,0,0,1,1,1,1
780,Blue,0,1,0,0,1,1,1,0,1
1218,Red,1,0,1,1,1,0,1,1,0
865,Blue,1,1,0,1,1,0,1,1,1
755,Blue,1,1,0,0,1,1,1,1,1
1464,Red,0,1,1,0,1,0,1,1,0
1293,Red,1,0,1,1,0,1,1,1,1
1097,Blue,1,1,0,0,0,1,1,1,0
2119,Blue,1,1,0,0,0,1,1,1,0
1527,Red,0,1,1,1,0,1,1,1,1
1320,Red,0,1,1,0,1,1,1,1,1
1741,Blue,1,1,1,1,0,1,1,1,0
2401,Blue,1,1,1,0,1,0,0,0,0
1251,Blue,1,1,0,1,1,1,1,1,0
1858,Red,0,1,1,1,1,1,1,1,1
1389,Red,0,1,1,0,1,0,1,0,0
912,Blue,1,1,0,0,0,1,1,0,1
1327,Blue,1,1,0,0,1,0,1,1,1
1834,Blue,0,1,0,1,1,1,0,0,0
2116,Blue,0,0,0,0,1,1,0,1,1
1145,Blue,1,1,0,0,1,1,1,1,1
1687,Red,1,1,1,1,1,0,1,1,0
1623,Red,1,0,1,1,1,0,1,1,1
1224,Blue,1,1,0,1,1,1,0,1,1
1333,Blue,1,1,0,1,1,1,1,1,1
1887,Blue,0,1,0,0,0,1,1,1,1
1569,Blue,0,1,0,0,1,1,1,1,1
2214,Red,0,0,1,1,0,1,0,0,1
2131,Blue,0,1,0,0,1,1,0,0,0
1727,Red,1,1,1,0,1,0,1,1,1
1568,Blue,0,1,0,1,1,1,1,1,0
2244,Blue,0,1,1,0,0,0,0,1,0
1749,Blue,0,1,1,0,0,0,0,1,1
1561,Blue,1,1,0,1,1,0,1,1,0
1715,Blue,1,1,1,1,1,0,1,0,0
1205,Red,1,1,1,1,1,0,1,1,1
2635,Red,0,1,1,0,1,0,0,0,1
1582,Blue,0,1,0,1,1,0,1,1,0
1683,Red,0,0,1,1,0,1,1,1,1
1896,Blue,1,1,1,1,1,1,1,1,0
918,Blue,1,1,0,1,0,0,1,1,0
1432,Red,1,1,1,1,1,1,1,1,1
1734,Blue,1,1,1,1,1,0,1,1,1
943,Blue,1,1,0,1,1,0,0,1,1
2118,Red,1,0,1,1,0,0,1,1,1
2165,Blue,0,1,0,1,1,0,1,0,0
1129,Blue,0,1,0,1,0,1,1,1,1
1350,Red,1,1,1,0,0,1,1,1,1
1519,Red,0,1,1,1,1,0,1,1,0
1578,Red,1,0,1,0,1,0,1,1,0
1013,Blue,1,1,0,1,0,1,1,1,1
996,Blue,1,1,0,1,1,1,1,0,1
2485,Blue,1,1,0,0,1,0,1,1,1
931,Blue,1,1,0,1,1,1,1,0,0
1750,Blue,1,0,1,1,1,1,1,1,0
1400,Blue,0,1,1,1,0,1,0,1,1
1240,Blue,1,0,0,1,1,1,1,1,1
1286,Blue,1,1,0,0,1,0,0,0,1
973,Blue,0,1,0,1,1,1,1,1,1
1501,Blue,0,0,1,1,1,0,1,1,1
1952,Red,0,0,1,1,1,1,1,0,1
1197,Blue,1,1,0,1,1,1,1,1,1
2120,Red,1,1,0,0,0,1,1,1,1
766,Red,1,1,1,1,1,0,1,0,1
1789,Red,0,1,1,1,1,1,0,1,0
1387,Red,1,1,1,1,0,1,1,1,1
1191,Blue,1,1,0,0,1,0,1,1,1
1919,Red,0,1,1,1,1,0,1,1,0
951,Blue,0,1,0,1,1,0,1,1,0
1563,Blue,1,1,0,1,1,1,0,0,1
1099,Red,0,0,1,1,1,1,1,1,1
1402,Red,0,1,1,1,1,1,0,1,1
2112,Red,0,1,1,0,0,1,1,1,1
977,Red,1,0,1,1,0,1,1,1,1
1073,Blue,0,1,0,1,0,1,1,1,1
1645,Red,0,1,1,0,1,0,1,1,1
605,Blue,1,1,0,1,1,1,1,1,1
1299,Red,1,0,1,1,0,1,1,1,1
1430,Blue,0,1,0,0,1,0,0,1,1
2605,Blue,1,1,0,1,0,1,0,1,0
1086,Blue,1,1,0,1,0,1,1,1,1
1604,Red,0,1,1,1,1,1,1,1,1
1363,Red,0,1,1,1,1,0,1,1,1
1401,Blue,0,1,0,1,0,0,1,1,1
1698,Blue,1,0,0,1,0,1,1,1,1
1579,Blue,1,1,1,1,0,1,0,0,1
1432,Red,0,1,1,1,1,0,1,1,1
1093,Red,1,1,1,1,1,1,1,1,1
1508,Red,1,1,1,0,0,1,1,1,0
1611,Blue,0,0,0,0,1,0,1,1,1
1395,Red,1,0,1,0,0,1,1,0,0
1065,Red,1,1,1,1,0,1,1,1,0
1651,Blue,1,1,1,1,0,1,1,1,1
1688,Blue,0,0,1,0,1,0,1,1,0
1871,Blue,1,0,0,0,0,1,0,0,1
1778,Blue,1,1,0,1,0,1,0,0,0
1462,Blue,1,1,1,1,0,1,1,1,0
1181,Red,1,1,1,1,1,0,1,1,1
931,Blue,1,1,0,0,1,0,1,1,1
1407,Red,1,1,1,1,1,0,1,1,1
1356,Blue,1,1,1,1,0,1,1,1,1
1239,Red,1,1,1,0,1,0,1,1,1
1512,Red,1,1,1,1,1,0,0,1,1
951,Blue,0,1,0,0,1,0,0,0,1
1402,Blue,1,1,0,0,1,0,1,1,1
1873,Blue,1,0,0,1,1,0,1,0,1
1381,Red,1,1,1,0,1,0,0,1,1
1754,Red,1,1,1,0,1,0,1,1,1
2049,Blue,1,1,0,0,0,1,0,0,1
1059,Blue,1,1,0,1,1,1,1,1,1
2182,Blue,1,1,0,0,1,0,0,0,1
2466,Red,0,1,0,1,0,1,1,0,1
1320,Red,1,1,1,1,1,1,1,1,1
1298,Blue,1,1,0,1,0,1,1,1,1
1579,Red,0,1,1,0,0,1,0,1,0
1645,Blue,0,1,1,0,1,1,1,1,1
1798,Blue,1,1,1,0,1,1,0,1,1
1602,Blue,1,1,0,1,1,1,0,1,1
2083,Blue,0,0,1,0,1,0,0,1,1
930,Blue,0,1,0,0,0,1,1,1,1
1884,Red,0,0,1,0,1,0,0,1,1
1777,Red,1,1,1,0,1,0,1,1,1
1553,Blue,1,0,0,0,1,0,1,1,1
1382,Red,1,1,1,1,1,1,1,1,1
950,Red,0,1,1,1,1,1,1,1,1
1365,Red,0,0,1,0,0,1,1,1,1
2305,Red,1,0,1,1,1,1,1,1,0
1212,Red,1,1,1,1,1,1,0,1,1
1751,Blue,1,1,1,1,1,0,0,1,0
1908,Blue,0,1,1,1,0,1,1,0,1
2126,Red,0,1,1,0,0,1,0,1,1
1246,Red,0,1,1,0,0,1,1,1,1
1544,Blue,1,1,0,1,0,1,1,1,1
2106,Blue,0,1,1,0,1,1,0,1,1
2086,Blue,1,1,1,1,0,1,1,1,0
976,Red,1,1,1,1,0,1,1,1,1
1904,Blue,0,1,1,0,1,1,0,1,1
1673,Blue,1,1,1,1,1,1,0,1,1
1699,Blue,1,1,1,1,1,0,1,0,0
1536,Red,1,1,1,1,0,0,1,1,1
2459,Red,0,1,0,1,1,1,1,1,1
1501,Red,1,1,1,1,0,1,1,1,0
1329,Red,1,1,1,1,0,1,1,1,0
1831,Blue,0,1,1,0,0,1,1,1,1
1008,Red,0,1,1,0,1,0,1,1,1
1294,Blue,0,0,0,1,0,1,1,0,0
1857,Red,1,0,1,1,0,0,1,0,1
966,Red,1,1,1,1,1,1,1,1,1
1306,Red,1,1,1,1,0,0,0,0,1
1279,Blue,1,1,0,0,1,0,0,1,1
1101,Red,1,0,1,1,1,1,1,1,1
2162,Blue,0,0,1,0,0,1,1,1,0
1059,Red,1,1,1,1,1,0,1,1,1
1637,Blue,1,1,0,0,0,1,1,1,1
1440,Red,1,0,1,0,0,1,1,0,1
1524,Red,0,1,1,0,0,1,1,1,1
1146,Red,1,1,1,1,1,1,1,1,0
1606,Blue,1,0,1,1,1,1,1,1,0
1732,Red,0,1,1,0,1,0,1,1,1
1740,Blue,1,1,1,1,0,1,1,1,0
2191,Red,0,1,1,1,1,0,1,1,1
1945,Red,1,0,1,1,0,1,1,1,0
1675,Red,1,0,1,0,0,1,1,1,1
1368,Blue,1,1,0,0,1,1,0,1,1
1777,Blue,0,1,1,0,0,1,1,1,1
1465,Red,0,0,1,1,0,1,1,1,0
866,Blue,1,1,0,1,1,0,1,1,1
1718,Blue,0,0,1,1,0,1,1,1,1
1482,Red,1,1,1,1,0,1,1,1,1
1618,Red,1,1,1,0,0,1,1,1,1
1937,Blue,1,1,0,1,1,0,0,1,1
496,Red,0,1,1,1,1,0,1,1,0
1727,Blue,1,0,0,0,0,0,1,1,1
1634,Blue,1,1,1,0,1,0,0,1,0
1312,Red,1,1,1,1,1,0,0,1,1
2007,Red,1,0,1,1,1,0,0,1,0
1661,Red,1,1,1,0,1,0,0,1,0
2034,Red,1,1,1,0,0,1,0,1,1
2371,Blue,1,0,0,0,0,0,1,1,1
1457,Red,0,0,1,1,0,1,0,1,1
1646,Red,0,0,1,0,0,1,1,0,1
2107,Red,0,0,1,0,0,1,1,0,1
942,Red,0,1,1,1,1,0,1,1,1
1474,Red,1,1,1,1,0,1,0,1,1
1505,Blue,1,1,0,0,1,0,1,1,0
1745,Red,0,1,1,1,1,1,1,0,0
1703,Red,0,0,1,1,0,0,0,0,1
1366,Red,1,0,1,1,1,0,1,0,1
1586,Blue,1,1,0,1,0,0,0,1,1
1812,Red,1,0,1,1,1,0,0,1,0
1455,Blue,0,0,1,1,1,0,1,1,1
1107,Blue,1,1,0,1,0,1,1,1,1
1176,Red,1,1,1,1,0,1,1,1,0
1349,Blue,1,1,0,1,0,1,1,1,1
194,Blue,1,0,0,0,0,1,1,1,1
941,Blue,0,1,0,0,1,0,1,1,1
1444,Red,1,1,1,1,1,1,0,1,0
1815,Red,1,0,0,1,0,1,0,1,0
937,Red,1,1,1,1,1,0,0,1,1
1561,Blue,1,1,1,0,1,0,1,0,1
1750,Blue,0,1,1,0,1,1,0,0,1
639,Red,1,1,1,1,1,0,1,0,1
1977,Blue,0,1,1,1,1,1,1,1,1
1928,Blue,0,1,1,1,0,1,0,1,1
1138,Blue,0,1,0,1,0,1,0,1,1
1284,Red,0,0,1,1,0,0,1,1,1
916,Red,1,1,1,1,0,1,1,1,1
1784,Blue,1,1,0,1,1,1,1,1,1
654,Blue,1,1,0,0,1,1,1,1,1
1798,Red,1,0,1,1,1,1,1,0,1
1835,Red,0,1,0,1,0,1,1,1,0
1739,Red,0,1,1,1,0,1,1,1,1
1517,Red,0,0,1,1,1,0,0,0,1
2170,Blue,0,1,0,1,1,1,0,1,1
1232,Blue,1,1,0,0,0,1,1,0,0
1347,Blue,0,1,0,0,1,1,1,1,1
1101,Red,1,1,1,0,1,0,1,1,1
1614,Blue,1,1,0,0,1,1,1,1,0
1809,Red,1,0,1,1,1,1,0,1,1
1739,Red,0,1,1,1,1,1,1,1,1
965,Blue,1,1,0,0,1,1,1,0,1
2067,Red,1,0,1,0,1,0,1,1,0
1211,Blue,1,1,0,0,1,1,1,1,0
1463,Red,1,0,1,1,0,1,1,1,1
2588,Red,0,1,0,0,1,0,1,1,1
1714,Blue,1,1,0,0,0,1,1,1,1
752,Red,0,1,1,1,1,0,1,1,0
2108,Red,1,1,1,1,1,1,0,1,1
1740,Blue,0,1,0,0,1,0,0,1,1
943,Blue,1,1,0,1,1,1,1,0,0
2277,Red,1,1,0,0,1,0,1,1,1
1349,Red,1,1,1,1,1,0,0,1,0
1637,Red,1,1,1,0,1,0,1,1,1
1045,Red,1,1,1,1,0,0,1,1,1
933,Blue,1,1,0,1,1,0,1,1,1
1581,Red,1,1,1,0,0,1,1,1,1
934,Blue,1,1,0,1,1,1,1,1,1
1847,Red,1,1,1,1,0,1,1,1,1
1865,Blue,0,1,0,1,1,0,0,1,1
1479,Red,0,1,1,1,1,1,0,1,1
199,Red,1,1,1,1,1,1,1,0,0
987,Blue,0,1,0,1,1,1,1,1,1
2450,Blue,0,1,1,1,1,0,0,0,0
1602,Blue,0,1,0,0,0,0,0,0,1
1371,Blue,0,0,0,0,0,0,1,1,0
1960,Red,0,1,1,1,1,1,1,1,0
1743,Red,0,1,1,0,0,1,1,0,0
191,Blue,1,0,0,0,1,1,1,1,1
1826,Red,1,1,1,1,0,0,1,1,0
2155,Blue,0,1,1,1,1,0,0,1,1
1610,Red,1,1,1,1,1,1,1,1,1
2135,Blue,0,1,1,1,1,0,1,1,1
1925,Blue,1,0,1,0,1,0,0,0,0
1715,Blue,0,1,1,1,1,0,1,1,1
1127,Red,1,1,1,1,1,0,1,1,1
1731,Blue,0,1,1,0,1,0,0,1,1
1404,Blue,0,1,0,0,0,1,0,1,0
1613,Blue,1,0,1,1,1,1,0,0,0
1062,Red,1,1,1,1,1,1,1,1,1
1640,Blue,1,1,1,0,0,1,1,1,1
2027,Red,1,1,1,1,1,0,1,1,1
1266,Red,0,1,1,1,0,1,0,1,1
1815,Red,1,1,1,0,0,0,1,0,1
1423,Blue,1,1,0,1,1,1,0,1,1
1351,Red,0,1,1,0,0,0,0,1,1
983,Red,1,1,1,1,1,1,1,1,1
1016,Red,0,1,1,1,1,1,1,1,0
1829,Blue,1,1,1,1,0,1,0,1,0
1413,Red,1,1,1,1,0,1,0,1,1
1656,Red,1,1,1,0,0,0,1,1,0
1749,Red,0,1,1,0,1,0,0,1,1
1481,Blue,0,1,0,1,1,0,0,1,1
1408,Red,1,1,1,0,1,0,1,1,1
1447,Red,0,1,1,0,0,1,1,1,0
1113,Blue,1,0,0,1,1,1,0,0,0
