gameDuration,win,FirstBlood,FirstTower,FirstBaron,FirstDragon,wardPlaced,wardKills,totalMinionKills,jungleMinionKills,totalHeal
1415,Red,1,0,1,1,1,0,1,1,1
1715,Blue,0,1,0,1,0,1,1,1,0
1712,Blue,0,1,0,0,1,0,0,0,0
1292,Blue,0,1,0,1,1,1,1,0,1
1661,Red,0,1,1,1,1,1,1,1,0
1281,Blue,1,1,0,1,1,0,0,1,1
943,Blue,1,1,0,1,0,1,1,1,0
1626,Blue,1,1,0,1,1,1,1,1,1
1882,Blue,0,1,1,1,1,1,0,1,1
2132,Blue,1,0,0,1,0,0,0,1,1
2031,Red,1,0,1,1,1,0,0,1,1
1903,Red,1,1,1,1,1,0,0,1,1
1215,Red,0,0,1,1,1,1,0,1,1
1806,Blue,0,1,1,0,1,1,0,1,0
1169,Blue,0,0,0,1,1,1,1,0,0
1662,Red,1,0,1,1,1,1,1,1,1
1805,Red,0,1,1,1,0,1,0,1,1
2158,Red,1,1,1,0,0,1,0,1,1
1414,Blue,0,1,0,0,1,1,1,1,0
1349,Blue,1,0,1,0,1,1,1,1,1
1491,Red,1,1,1,1,1,1,0,1,1
1541,Blue,1,0,1,0,1,0,0,1,1
1132,Blue,1,1,0,1,1,1,0,1,1
704,Blue,1,1,0,1,1,1,1,1,1
1868,Blue,0,0,1,1,1,0,1,1,1
1238,Red,1,1,1,1,1,1,1,1,0
920,Red,0,1,1,0,1,1,0,0,1
1117,Red,1,1,1,1,0,1,1,1,0
1435,Blue,1,0,0,1,0,1,1,1,1
2028,Blue,0,1,0,0,0,0,1,1,0
930,Blue,0,1,0,0,1,0,1,1,1
1846,Blue,0,0,0,0,0,1,1,0,1
1218,Red,0,0,1,0,1,0,1,1,1
1734,Red,1,1,1,0,0,1,0,1,1
1468,Red,1,1,1,1,1,0,0,1,1
1000,Red,1,1,1,1,1,1,1,1,0
1860,Blue,1,0,1,1,0,1,0,1,1
1298,Blue,1,1,0,0,1,0,1,1,1
1120,Red,1,1,1,1,0,0,1,1,1
1319,Blue,0,0,0,0,1,0,1,1,1
2220,Blue,0,1,0,0,1,0,1,0,0
194,Red,1,1,1,1,1,1,1,1,1
1253,Blue,0,1,0,1,1,1,1,1,1
2685,Blue,0,1,0,0,0,0,1,0,0
1529,Red,0,0,0,1,0,1,1,0,0
2133,Blue,1,1,0,1,1,0,1,1,0
1710,Blue,1,0,1,1,0,1,1,1,1
1635,Red,0,1,1,1,1,0,1,1,1
1480,Red,1,1,1,1,1,0,0,1,1
2038,Red,1,0,1,1,0,0,0,1,0
917,Red,1,1,1,1,0,0,1,1,1
1271,Red,1,1,1,1,1,1,1,1,0
1331,Red,0,0,1,1,1,0,1,1,1
929,Red,0,1,1,1,1,0,1,0,1
2090,Blue,0,1,1,0,0,0,0,0,1
1784,Blue,1,1,0,1,1,0,1,0,0
2194,Blue,1,0,0,0,1,0,1,0,0
920,Red,1,1,1,1,1,0,1,1,0
935,Red,0,1,1,1,0,1,1,1,1
1625,Blue,1,1,0,0,0,1,1,1,1
1399,Blue,0,0,1,1,1,1,1,1,1
1563,Blue,0,1,0,1,0,1,1,1,1
1113,Blue,1,0,0,0,0,1,0,0,1
945,Red,1,1,1,1,0,1,1,1,1
910,Blue,1,1,0,0,1,1,1,1,1
1803,Blue,0,0,0,0,0,1,0,0,1
1191,Red,1,1,1,1,1,1,1,1,0
1594,Red,1,1,1,0,1,0,1,1,1
1136,Blue,1,1,0,1,1,1,1,1,1
916,Red,1,1,1,1,1,1,1,0,0
1049,Red,1,1,1,1,1,0,1,1,0
1422,Red,1,1,1,1,1,1,0,1,1
932,Blue,1,1,0,1,0,1,0,0,0
1613,Red,0,1,1,1,0,0,1,1,1
1558,Blue,0,1,0,1,1,1,0,1,1
1364,Blue,1,1,0,0,1,0,0,1,1
2389,Red,0,0,1,0,1,1,1,1,1
1512,Blue,1,1,0,1,1,1,1,1,1
2069,Red,1,1,1,1,1,1,1,1,1
2046,Red,0,0,1,1,1,0,0,1,0
1648,Red,1,0,1,1,1,0,0,0,0
1237,Red,1,1,1,1,1,0,1,1,0
947,Red,0,1,1,1,0,0,0,0,0
845,Red,1,0,1,1,0,0,1,0,1
2118,Red,1,0,1,1,1,0,1,1,1
1722,Red,0,1,1,1,0,1,0,1,1
1870,Red,1,1,1,0,1,1,1,0,0
2540,Blue,0,0,0,1,0,0,0,1,0
992,Blue,0,1,0,1,1,1,0,1,1
1057,Red,1,1,1,1,0,1,1,1,1
914,Red,0,1,1,1,1,0,1,1,1
1258,Blue,0,1,0,0,1,1,1,1,1
1519,Red,0,1,1,1,0,0,0,1,1
979,Blue,0,1,0,1,1,1,1,1,1
1690,Blue,0,1,0,0,1,1,0,1,1
971,Red,0,1,1,0,0,0,1,1,1
1592,Red,1,1,1,1,0,1,1,1,1
1573,Blue,1,0,0,0,0,1,1,1,1
1729,Blue,1,1,0,0,1,1,0,1,1
1796,Red,1,1,1,1,1,0,1,1,1
1722,Blue,1,1,0,0,1,1,1,1,1
1415,Blue,1,0,1,1,1,0,0,1,0
1550,Red,0,0,1,1,1,1,1,1,1
1707,Red,1,1,1,1,0,1,1,1,1
1229,Blue,1,1,0,0,1,1,1,0,1
937,Blue,1,1,0,0,1,1,1,1,0
913,Red,1,0,1,0,0,0,0,1,1
1116,Red,1,1,1,1,1,1,1,1,1
1276,Blue,1,1,0,1,0,1,1,1,1
1296,Red,1,1,1,1,1,1,1,1,1
1557,Blue,1,0,0,1,1,1,1,1,1
921,Red,1,1,1,1,0,0,1,1,0
1339,Red,0,0,1,0,1,0,1,1,0
2159,Blue,0,1,1,1,0,1,0,1,0
1536,Blue,0,1,1,0,1,0,0,1,1
1607,Red,1,0,1,0,1,1,0,1,0
1310,Red,1,1,1,0,1,0,1,1,1
2109,Red,0,0,1,1,0,0,1,1,1
198,Blue,1,0,0,0,0,1,1,0,1
945,Red,0,1,1,1,1,0,1,1,1
2122,Red,0,0,0,0,0,1,1,1,1
2017,Red,0,1,0,1,0,0,1,1,1
1322,Blue,0,1,0,1,1,0,0,1,0
1960,Red,1,0,0,1,1,1,1,1,1
940,Red,0,1,1,1,1,0,1,1,1
1813,Red,1,0,0,1,0,0,0,1,0
1886,Red,1,1,1,1,0,0,0,1,0
2100,Blue,1,0,0,0,0,0,1,1,0
1400,Red,1,1,1,1,1,1,0,1,1
1900,Blue,0,1,1,0,0,0,0,1,1
1594,Blue,0,1,0,1,0,1,0,1,1
1650,Red,1,1,1,1,0,1,1,1,1
1030,Red,1,1,1,1,1,0,1,1,0
1107,Red,1,1,1,1,0,1,1,1,1
796,Red,1,1,1,1,1,1,1,1,1
1273,Blue,1,1,0,0,1,1,1,1,0
957,Red,0,1,1,1,1,0,0,0,1
1619,Red,1,1,1,1,1,0,1,1,1
1378,Red,0,1,1,1,0,1,1,1,1
929,Blue,1,1,0,0,1,1,1,0,1
1479,Blue,0,0,0,1,0,1,0,0,1
1789,Blue,0,0,0,1,0,0,1,0,0
1717,Blue,1,1,1,1,1,0,1,1,1
822,Red,1,1,1,1,1,1,1,1,1
1799,Blue,1,1,1,1,1,1,0,1,1
1246,Blue,1,1,0,1,0,1,1,1,1
1152,Red,1,1,1,1,1,1,1,1,0
1205,Blue,0,1,0,1,1,1,1,1,1
1641,Blue,1,1,0,1,0,1,1,0,1
1929,Red,0,0,1,1,1,1,1,1,1
1457,Blue,1,1,0,1,0,1,1,1,1
1830,Blue,0,1,0,1,1,1,0,1,1
1376,Blue,0,1,0,0,0,1,1,1,0
1293,Red,1,1,1,1,1,0,0,1,1
1639,Red,1,0,1,0,0,1,1,1,0
940,Red,1,1,1,0,1,0,1,1,1
920,Red,1,1,1,1,1,0,1,1,1
2012,Red,1,0,1,0,1,1,0,1,1
1732,Red,1,1,1,1,1,1,1,1,0
1023,Red,1,1,1,1,1,1,1,1,0
1354,Red,1,1,1,1,0,0,0,0,1
1567,Blue,1,1,0,1,0,1,1,1,1
1790,Red,1,0,1,0,1,1,1,1,1
1953,Blue,1,1,0,1,1,1,1,1,0
1829,Red,0,1,1,0,0,1,1,1,0
1323,Blue,0,1,0,1,0,1,1,1,1
2198,Blue,1,1,1,1,0,0,0,1,1
1211,Red,1,1,1,0,1,1,0,1,1
962,Red,1,0,1,1,0,1,1,1,0
1493,Blue,1,1,1,0,1,1,1,1,0
1320,Blue,1,1,0,0,0,0,1,1,1
1208,Blue,1,1,0,1,1,0,1,1,1
1586,Red,0,1,1,1,0,1,1,1,1
1360,Red,0,0,1,1,0,1,1,1,1
1827,Blue,1,1,1,0,1,0,1,1,1
1064,Red,0,1,1,0,1,0,1,1,0
1683,Red,1,1,1,1,1,0,1,1,0
1040,Red,0,1,1,1,0,1,1,1,1
1236,Red,1,1,1,1,1,0,1,1,1
2221,Blue,1,1,0,0,1,0,0,1,1
968,Blue,0,0,0,1,0,1,1,1,1
1788,Red,0,0,1,1,0,0,0,0,1
1795,Blue,1,1,0,0,1,0,1,1,1
1117,Red,0,1,1,1,1,0,1,1,1
1678,Red,0,0,1,1,0,1,1,1,1
1865,Blue,0,1,1,1,0,0,0,1,1
1053,Blue,1,1,0,1,1,1,1,1,0
1328,Red,0,1,1,1,1,0,1,1,1
1326,Blue,0,1,1,0,0,1,0,1,1
1318,Blue,1,1,0,1,0,1,1,1,1
1924,Blue,0,1,1,1,1,0,0,0,1
856,Red,1,1,1,1,1,0,1,1,1
1534,Blue,0,0,0,1,1,1,1,0,1
961,Blue,1,1,0,1,1,1,1,1,1
1017,Red,0,1,1,1,1,0,1,1,1
914,Red,1,1,1,1,1,1,1,1,1
1045,Red,1,1,1,1,1,0,1,1,1
1514,Blue,1,1,0,1,1,0,0,1,1
1029,Red,1,1,1,1,1,0,1,1,1
1086,Red,0,0,1,1,1,0,0,0,1
1375,Red,1,1,0,1,1,0,0,0,0
1166,Red,1,0,1,1,0,0,0,1,1
1121,Red,1,1,1,1,1,1,1,1,1
1120,Blue,1,1,1,1,1,1,1,0,1
2364,Red,1,1,1,1,0,1,0,1,1
2274,Blue,0,1,0,0,0,0,1,0,0
1696,Red,0,1,1,1,0,0,0,0,1
1869,Blue,0,0,0,0,0,1,0,0,0
1640,Red,1,0,1,0,1,1,0,1,1
1416,Blue,1,0,0,0,0,1,0,1,1
1848,Blue,0,1,0,0,0,1,0,1,1
1212,Red,0,1,1,1,1,1,1,1,1
1270,Blue,0,1,1,0,1,1,0,1,1
1320,Red,1,1,1,1,1,1,1,1,1
1614,Blue,0,1,0,1,1,1,1,1,1
1733,Blue,0,1,0,1,1,0,0,1,0
1317,Blue,1,1,0,0,1,0,1,1,1
1176,Red,1,0,1,1,1,0,1,1,1
1314,Red,0,1,1,1,1,1,0,1,0
1915,Blue,0,1,1,0,1,0,0,1,1
1757,Red,1,0,1,0,0,0,0,0,1
1351,Blue,0,1,0,1,0,1,1,1,1
2270,Blue,1,0,0,1,0,1,1,0,1
2208,Blue,1,1,1,0,1,0,1,1,1
1521,Red,0,1,1,0,0,1,1,1,1
1785,Blue,0,0,0,1,1,0,1,1,1
1622,Red,0,1,1,1,0,1,0,0,1
928,Red,1,1,1,0,1,0,1,1,0
1957,Red,0,0,1,1,1,0,1,0,1
1299,Red,1,1,1,1,1,0,0,1,1
1350,Red,1,1,1,1,1,0,1,0,0
1490,Red,1,1,1,1,1,0,1,0,0
1571,Red,1,0,1,1,1,1,1,1,1
1353,Blue,0,0,0,1,1,1,1,1,1
935,Blue,1,1,0,1,1,1,1,1,1
2083,Blue,1,0,0,1,0,1,0,0,0
1330,Red,1,1,1,1,1,1,1,1,1
1540,Red,0,1,1,1,0,1,1,1,1
1030,Red,1,0,1,1,0,1,1,0,1
1998,Blue,1,0,0,1,1,0,0,1,0
1383,Blue,1,1,0,1,1,0,1,1,0
1652,Blue,1,1,0,1,1,1,0,0,0
1181,Red,1,1,1,1,1,0,1,0,1
1951,Red,0,1,1,1,1,1,1,1,0
1642,Blue,1,1,1,0,0,0,1,1,0
2233,Red,0,1,1,0,1,0,0,0,1
1164,Blue,1,1,0,1,1,1,1,1,1
1603,Red,0,0,1,0,1,1,1,1,1
1248,Blue,0,1,0,1,1,1,1,1,1
1626,Red,1,1,1,0,1,0,1,1,0
1385,Red,1,0,1,1,0,0,0,1,1
1919,Blue,0,0,0,1,0,0,1,0,0
1571,Blue,0,1,1,1,0,1,1,1,1
1456,Red,1,1,1,1,1,1,1,1,1
196,Red,0,1,1,1,0,0,1,0,0
913,Red,1,1,1,1,1,0,1,1,0
1646,Red,1,1,1,1,1,0,0,1,1
1120,Blue,1,1,0,1,1,1,1,1,0
1719,Blue,1,0,1,1,0,0,0,1,1
1068,Red,1,1,1,1,1,1,1,1,1
1270,Red,1,1,1,1,1,0,1,1,1
928,Red,1,1,1,1,0,0,1,1,1
1219,Blue,1,1,0,0,1,1,1,0,1
1944,Red,1,1,1,1,0,0,1,1,0
1351,Blue,0,1,0,1,1,0,1,1,1
1753,Blue,0,0,0,0,1,1,1,0,1
1798,Blue,0,1,1,1,0,0,1,1,1
1328,Red,1,1,1,1,0,1,1,1,1
1680,Red,1,1,1,1,0,1,0,1,0
2283,Red,0,1,1,0,1,1,1,1,1
2460,Red,0,0,0,0,0,1,1,0,0
1479,Blue,1,1,1,1,0,1,1,1,1
1491,Blue,0,1,0,0,1,0,1,1,1
1742,Blue,0,1,0,0,0,1,0,1,1
968,Red,1,1,1,1,0,1,1,1,1
1143,Blue,1,1,0,1,1,0,1,1,1
1340,Blue,0,0,1,0,1,1,1,1,0
1420,Blue,1,1,1,1,0,1,1,1,1
198,Red,0,1,1,1,0,1,1,1,1
1478,Red,1,1,1,1,1,0,1,1,1
1410,Red,1,1,1,0,1,1,1,1,1
1184,Blue,1,1,0,0,0,1,1,1,1
1326,Blue,0,1,1,1,1,1,1,1,1
1995,Red,0,0,0,1,0,1,1,0,1
1343,Blue,1,0,1,0,0,1,1,1,1
1401,Red,1,1,1,1,0,1,1,1,0
1354,Red,1,0,1,1,1,1,0,1,1
1490,Red,0,0,1,0,0,1,1,0,1
1305,Red,1,1,1,1,0,1,1,1,0
1428,Red,0,1,1,0,1,0,0,1,1
1326,Red,1,1,1,1,0,1,0,1,1
1750,Blue,1,1,0,1,1,0,0,1,1
1744,Blue,0,0,0,1,0,1,0,1,1
1220,Red,0,1,1,1,1,1,1,1,0
1284,Red,1,1,1,1,1,0,1,1,0
1273,Blue,1,1,0,1,1,1,1,1,1
906,Blue,1,1,0,1,1,1,1,1,0
1825,Blue,1,1,0,1,1,0,0,0,1
1731,Red,1,1,1,0,1,0,1,1,1
1659,Red,1,1,1,1,0,0,0,1,1
1322,Red,1,1,1,1,0,1,1,1,1
1263,Blue,1,0,0,1,1,0,1,1,1
1536,Blue,1,1,0,1,0,1,0,1,1
935,Red,1,1,1,1,0,1,1,1,1
1573,Red,0,1,1,0,1,1,1,1,1
1458,Blue,0,1,0,0,1,0,1,1,1
1902,Blue,1,0,0,1,1,1,1,0,1
2584,Red,0,1,0,0,1,0,0,1,0
1870,Blue,0,1,1,1,1,0,0,1,0
1566,Red,1,1,1,1,1,1,1,1,1
1417,Blue,1,1,0,1,1,0,1,1,1
1618,Red,1,1,1,0,1,1,1,1,1
1214,Red,0,0,1,0,0,1,1,1,1
1240,Blue,0,1,0,1,1,1,0,1,1
1686,Blue,0,1,0,0,0,1,1,1,1
1454,Blue,1,1,0,1,1,1,0,1,1
1419,Blue,1,1,0,1,1,0,1,1,1
921,Blue,1,1,0,1,1,0,1,1,1
1414,Blue,1,1,0,1,0,1,0,1,1
1328,Blue,1,1,1,0,1,0,0,1,1
966,Blue,1,1,0,1,1,1,1,1,0
1716,Red,0,0,1,1,1,1,0,1,1
1220,Blue,1,1,0,1,0,1,1,1,1
1553,Blue,1,1,0,1,0,1,0,1,1
2091,Red,0,0,1,1,1,0,1,1,1
1215,Red,1,1,1,1,1,0,1,1,1
2232,Red,1,0,0,1,1,1,1,1,0
1213,Red,0,1,1,0,1,1,1,1,1
915,Blue,1,1,0,1,0,1,1,1,1
1543,Blue,1,1,1,0,1,0,1,1,1
1164,Red,1,1,1,1,1,0,1,1,1
1144,Red,0,1,1,1,1,1,1,1,1
1108,Blue,1,1,0,0,0,1,1,0,0
1447,Red,0,0,1,1,0,1,1,1,0
1213,Red,1,1,1,1,1,0,1,1,1
1459,Blue,1,1,0,1,0,1,0,1,0
1315,Red,1,1,1,0,0,1,1,1,1
987,Blue,1,1,0,1,1,1,1,1,0
1216,Red,1,1,1,1,1,0,1,1,1
1512,Blue,0,1,0,0,1,1,0,1,1
1573,Blue,1,0,1,0,1,0,0,0,0
1959,Blue,0,1,1,1,1,1,0,1,0
936,Blue,1,1,0,1,1,1,1,1,1
940,Red,0,1,1,0,1,1,1,1,1
1847,Red,0,1,1,0,0,1,1,1,1
1656,Blue,1,1,1,1,1,1,0,1,0
1630,Blue,0,1,0,1,0,0,1,0,1
1880,Blue,0,1,1,1,1,0,1,1,1
1146,Blue,0,1,0,1,0,0,1,1,1
1671,Blue,1,1,0,1,1,0,0,1,1
1174,Blue,0,1,0,0,1,0,1,1,0
1403,Red,0,1,1,1,0,1,1,1,1
2285,Blue,1,1,0,1,0,0,1,1,0
960,Blue,1,1,0,1,1,0,1,1,1
1313,Blue,1,1,0,0,1,0,1,0,1
1888,Blue,0,0,0,0,1,1,1,1,1
1003,Red,1,1,1,1,1,1,1,0,0
1496,Blue,0,1,0,0,0,1,1,1,1
1901,Red,0,1,1,0,0,1,0,1,1
1274,Red,0,1,1,1,1,0,1,1,0
1500,Blue,1,1,1,1,1,1,1,1,1
1245,Blue,1,0,0,1,1,1,1,1,1
949,Red,1,0,1,1,1,0,1,1,1
1769,Blue,1,1,0,1,1,0,1,1,0
928,Blue,1,1,0,1,1,1,1,0,1
1708,Red,0,1,1,1,0,0,1,1,1
1271,Red,1,1,1,1,1,0,1,1,1
1429,Red,0,1,1,1,1,1,1,1,1
1378,Blue,0,1,0,1,1,1,1,1,1
1449,Red,0,0,1,1,1,0,1,1,0
1225,Red,1,1,1,1,1,1,1,1,1
917,Blue,1,1,0,1,1,1,1,1,1
1262,Blue,0,1,0,0,0,1,1,0,1
1713,Blue,1,1,0,0,1,0,1,1,0
1767,Blue,0,1,0,0,1,0,0,0,1
1360,Blue,1,1,0,1,1,0,0,1,1
1106,Blue,1,0,0,1,1,0,0,1,1
1417,Red,0,0,1,1,1,1,1,1,1
1945,Blue,1,1,0,0,0,0,1,1,0
1376,Red,1,1,1,0,0,1,1,0,0
1025,Blue,1,1,0,1,1,1,1,1,1
1750,Red,0,1,1,1,0,1,0,1,0
1378,Red,1,1,1,0,0,1,1,1,1
1454,Blue,1,1,1,0,1,0,1,1,0
1955,Red,0,1,1,0,1,1,1,1,1
1807,Blue,0,0,0,0,1,0,0,0,0
757,Red,1,1,1,1,1,0,1,1,1
1285,Red,1,1,1,1,1,1,1,1,1
1432,Blue,1,1,1,0,0,1,1,0,0
1948,Blue,1,0,0,1,0,1,1,1,0
1439,Red,0,0,1,0,0,1,0,0,1
1750,Blue,1,1,0,1,0,0,0,1,0
1780,Blue,1,1,0,0,0,0,0,1,0
970,Red,1,1,1,1,1,1,1,1,1
950,Red,0,1,1,1,1,0,1,1,1
1860,Red,1,0,1,1,1,1,1,1,1
1551,Blue,0,1,1,1,1,0,0,1,1
1375,Blue,0,1,0,0,0,1,0,1,1
914,Red,1,1,1,1,1,1,1,0,1
1213,Red,1,1,1,1,1,0,0,1,1
1622,Blue,0,0,1,0,0,0,1,0,1
1620,Blue,0,0,0,1,1,0,0,1,1
1758,Red,1,0,1,1,1,1,1,0,1
1458,Red,0,1,1,1,1,1,1,1,1
2150,Red,0,0,0,1,1,0,1,0,1
1226,Blue,0,1,0,0,0,1,0,1,1
913,Red,1,1,1,1,1,0,1,0,0
1420,Blue,1,1,0,1,1,1,1,1,0
1872,Red,0,1,1,1,1,1,1,1,0
1291,Blue,1,1,0,1,1,1,1,1,1
2102,Blue,1,1,0,0,1,0,1,0,0
959,Blue,0,1,0,0,1,0,0,1,1
1286,Blue,0,1,0,1,0,1,1,1,1
1316,Blue,0,0,0,0,0,1,1,1,1
1602,Blue,1,0,1,1,1,0,0,1,1
1166,Red,1,1,1,1,0,0,0,1,1
2400,Blue,0,1,1,0,0,1,1,1,1
1477,Red,1,1,1,1,1,1,1,1,1
1119,Blue,1,1,0,0,1,0,1,1,1
1333,Blue,1,1,1,1,0,1,1,0,1
1455,Blue,1,0,1,1,1,1,1,1,1
1656,Blue,0,0,0,1,1,1,1,1,1
1116,Blue,1,1,0,1,1,0,1,0,1
1565,Blue,0,1,1,1,1,1,1,0,0
1270,Red,1,1,1,1,1,1,1,1,1
1536,Red,1,0,1,1,0,1,1,0,1
2167,Red,1,1,1,0,1,1,1,1,0
200,Blue,1,0,0,0,1,1,1,1,1
2185,Blue,1,1,0,1,0,1,1,1,1
1489,Red,1,1,1,1,1,0,0,1,1
1697,Red,1,0,1,1,0,0,1,1,1
948,Blue,1,1,0,1,1,1,1,1,1
1329,Red,0,1,1,0,1,1,1,1,1
1504,Red,0,0,1,0,1,1,1,1,1
1746,Blue,1,1,1,1,1,1,0,1,0
2111,Red,0,0,1,0,1,1,1,1,1
1353,Blue,0,0,0,0,1,1,1,0,1
929,Red,1,1,1,1,1,0,1,1,1
1843,Blue,1,1,1,0,0,0,1,1,1
1743,Red,0,1,1,1,1,0,0,1,1
1632,Red,1,1,1,1,0,1,1,1,1
981,Red,1,1,1,1,1,0,1,1,0
1175,Red,1,1,1,1,1,0,1,1,0
1805,Blue,1,1,1,1,1,1,0,1,0
915,Blue,0,1,0,0,0,1,0,1,1
2540,Red,0,1,1,0,1,0,0,0,1
933,Red,0,1,1,1,1,1,1,1,0
1030,Red,1,1,1,1,1,0,1,1,1
919,Red,1,1,1,1,1,0,1,1,1
1804,Red,1,0,1,1,1,1,1,1,1
1944,Red,1,0,1,1,1,1,1,0,1
1422,Blue,0,1,1,0,1,0,1,1,1
1649,Red,0,0,1,1,1,0,1,0,0
1574,Blue,0,0,0,0,1,1,1,0,1
1143,Blue,1,1,0,1,1,1,0,1,1
1124,Red,1,1,1,0,1,1,1,0,1
928,Blue,1,1,0,1,1,1,1,1,1
1965,Red,1,0,1,1,1,0,0,0,1
1414,Red,0,1,1,1,0,1,1,1,1
1895,Blue,0,1,0,1,0,0,0,1,0
1628,Blue,1,0,1,1,0,1,0,1,1
920,Blue,1,1,0,1,1,0,1,0,1
2265,Red,0,0,1,0,1,1,1,0,0
1050,Blue,1,1,0,0,0,1,1,1,1
2083,Blue,0,1,1,0,0,1,1,1,0
195,Blue,1,0,0,0,0,1,1,0,0
1104,Blue,0,1,0,1,1,1,1,1,1
1482,Red,0,1,1,0,0,1,1,1,1
2046,Red,0,1,0,1,0,1,0,1,0
1449,Red,1,1,1,1,0,1,1,1,1
1342,Red,0,1,1,1,1,0,1,1,0
1781,Red,1,0,1,0,1,1,1,1,1
1341,Red,1,1,1,1,1,0,1,1,0
1644,Red,1,1,1,0,0,1,0,1,1
917,Blue,0,1,0,0,1,1,1,0,1
1914,Red,1,0,0,1,1,1,0,0,1
925,Blue,0,1,0,1,1,1,1,0,1
1663,Blue,1,0,0,1,1,1,0,1,1
1118,Blue,1,1,0,0,1,1,1,1,0
1682,Blue,1,1,1,1,0,0,1,1,0
1980,Red,0,0,1,0,1,0,1,1,1
1248,Blue,0,1,0,0,0,1,1,1,1
2071,Blue,1,1,1,1,0,1,0,1,1
1547,Blue,0,1,0,1,0,1,0,1,1
1555,Red,1,0,1,0,1,0,1,1,1
1206,Red,0,1,1,0,1,0,1,1,1
1432,Red,1,1,1,0,0,1,1,1,0
1562,Red,0,1,1,1,0,1,1,1,1
2630,Blue,1,1,0,0,0,0,1,1,0
1533,Blue,0,0,0,1,1,1,0,1,1
1503,Blue,0,1,0,1,1,0,0,1,1
1331,Blue,1,1,0,1,1,1,1,1,1
1971,Red,1,1,1,0,1,1,0,1,1
1807,Red,0,1,0,1,1,1,0,0,0
1696,Red,1,1,1,0,1,0,1,0,1
961,Red,0,1,1,1,1,0,1,0,1
1772,Red,0,0,1,1,0,1,1,0,1
1157,Red,1,1,1,0,1,1,1,1,1
1920,Blue,0,0,1,0,0,1,0,0,1
1175,Blue,1,1,0,1,1,1,0,1,1
1263,Blue,1,1,0,1,0,0,0,1,1
2042,Red,1,0,1,1,0,0,0,1,1
2200,Blue,0,0,0,1,1,0,1,1,1
1690,Blue,1,1,0,1,1,1,0,1,1
1600,Blue,1,1,0,0,1,1,1,1,0
1178,Red,0,1,1,1,1,1,1,1,0
1981,Blue,1,1,0,0,1,0,0,1,0
1407,Blue,1,1,0,1,1,1,1,1,1
820,Blue,1,1,0,0,1,1,1,1,0
1749,Blue,1,1,0,1,0,1,1,1,0
1958,Blue,0,1,0,1,1,1,1,1,1
1564,Red,0,0,1,1,1,1,1,1,1
1719,Blue,1,1,0,1,1,1,0,1,0
1473,Blue,1,1,0,1,1,0,0,1,1
931,Blue,1,1,0,1,1,1,0,1,1
1242,Red,1,0,1,1,0,1,1,1,1
1281,Red,0,1,1,1,0,0,1,1,0
1358,Blue,0,0,0,0,1,1,1,0,0
2123,Red,1,0,0,0,0,0,1,1,1
1135,Blue,1,1,0,1,1,1,1,0,1
1232,Blue,0,1,0,1,1,1,0,1,1
1868,Red,1,1,1,1,1,1,0,1,1
1728,Blue,1,0,1,0,1,0,0,0,0
1974,Red,1,0,0,0,1,0,1,0,0
1878,Blue,1,0,0,1,0,0,1,1,0
680,Blue,1,1,0,1,1,1,1,1,1
913,Red,1,1,1,0,1,1,1,1,0
1527,Red,0,0,1,1,1,0,1,1,1
815,Red,1,1,1,1,1,1,1,1,1
2193,Red,0,0,1,1,0,1,1,0,1
1429,Blue,0,1,0,1,1,0,1,1,1
2505,Blue,1,0,1,1,0,0,0,1,1
916,Blue,1,1,0,1,1,1,1,1,1
931,Red,0,1,1,1,0,1,1,1,1
1177,Blue,1,1,0,1,1,1,1,1,1
1161,Red,1,1,1,1,0,1,1,1,1
1602,Blue,1,1,0,1,0,1,1,1,0
1140,Blue,1,1,0,1,0,0,1,1,1
1469,Blue,1,1,0,1,0,1,1,1,1
1234,Red,0,1,1,0,1,0,0,1,1
1644,Blue,1,1,1,0,0,1,1,1,1
933,Red,1,1,1,1,1,1,1,0,1
1324,Red,1,1,1,1,0,1,1,1,1
1331,Blue,0,1,0,0,0,1,0,1,1
1807,Red,1,1,0,1,0,0,0,1,1
1357,Red,1,1,1,1,1,0,1,1,0
1477,Blue,0,1,1,0,0,1,1,1,1
1289,Blue,0,1,0,1,1,1,1,1,1
612,Red,1,1,1,1,1,1,1,1,1
1465,Red,1,1,1,1,1,1,0,1,0
914,Blue,1,1,0,1,0,1,1,1,1
1339,Blue,1,1,0,1,1,1,0,1,1
2010,Red,1,1,1,1,1,0,1,0,1
1752,Red,1,1,1,1,1,1,1,1,1
2340,Blue,0,0,0,0,0,1,0,0,1
1413,Blue,1,1,0,1,0,1,1,1,1
1514,Blue,1,1,1,0,1,1,0,1,1
1168,Red,1,1,1,1,0,0,1,1,0
1674,Blue,1,0,1,0,1,0,0,1,1
1140,Blue,1,1,0,0,1,0,1,1,1
1697,Red,0,1,1,1,1,0,1,1,1
1652,Red,1,0,1,1,1,1,1,1,1
1881,Red,0,0,1,0,1,1,0,1,1
1305,Blue,0,1,0,0,1,0,1,1,0
1419,Blue,0,1,1,1,1,1,0,1,0
2099,Red,1,0,1,1,1,0,1,1,1
1797,Red,1,0,1,1,0,0,1,1,1
2098,Blue,1,0,1,0,0,1,0,0,0
1757,Blue,1,1,0,1,0,1,1,1,0
1561,Red,0,1,0,0,1,1,1,0,1
642,Blue,0,1,0,1,1,1,1,1,1
1573,Red,1,0,1,1,0,0,1,1,1
